FIPS Code,Geography,Year,Program Type,Population
36001,Albany County,2013,Intercensal Population Estimate,310132
36003,Allegany County,2013,Intercensal Population Estimate,48163
36005,Bronx County,2013,Intercensal Population Estimate,1442945
36007,Broome County,2013,Intercensal Population Estimate,200808
36009,Cattaraugus County,2013,Intercensal Population Estimate,79338
36011,Cayuga County,2013,Intercensal Population Estimate,79129
36013,Chautauqua County,2013,Intercensal Population Estimate,133333
36015,Chemung County,2013,Intercensal Population Estimate,88643
36017,Chenango County,2013,Intercensal Population Estimate,49600
36019,Clinton County,2013,Intercensal Population Estimate,81521
36021,Columbia County,2013,Intercensal Population Estimate,62795
36023,Cortland County,2013,Intercensal Population Estimate,48759
36025,Delaware County,2013,Intercensal Population Estimate,46883
36027,Dutchess County,2013,Intercensal Population Estimate,297030
36029,Erie County,2013,Intercensal Population Estimate,932734
36031,Essex County,2013,Intercensal Population Estimate,38746
36033,Franklin County,2013,Intercensal Population Estimate,50423
36035,Fulton County,2013,Intercensal Population Estimate,54458
36037,Genesee County,2013,Intercensal Population Estimate,59536
36039,Greene County,2013,Intercensal Population Estimate,48540
36041,Hamilton County,2013,Intercensal Population Estimate,5007
36043,Herkimer County,2013,Intercensal Population Estimate,63591
36045,Jefferson County,2013,Intercensal Population Estimate,121238
36047,Kings County,2013,Intercensal Population Estimate,2649210
36049,Lewis County,2013,Intercensal Population Estimate,27205
36051,Livingston County,2013,Intercensal Population Estimate,64375
36053,Madison County,2013,Intercensal Population Estimate,71655
36055,Monroe County,2013,Intercensal Population Estimate,754196
36057,Montgomery County,2013,Intercensal Population Estimate,49853
36059,Nassau County,2013,Intercensal Population Estimate,1366077
36061,New York County,2013,Intercensal Population Estimate,1653028
36063,Niagara County,2013,Intercensal Population Estimate,215384
36065,Oneida County,2013,Intercensal Population Estimate,234805
36067,Onondaga County,2013,Intercensal Population Estimate,473710
36069,Ontario County,2013,Intercensal Population Estimate,109843
36071,Orange County,2013,Intercensal Population Estimate,379602
36073,Orleans County,2013,Intercensal Population Estimate,42313
36075,Oswego County,2013,Intercensal Population Estimate,121504
36077,Otsego County,2013,Intercensal Population Estimate,61519
36079,Putnam County,2013,Intercensal Population Estimate,99250
36081,Queens County,2013,Intercensal Population Estimate,2342084
36083,Rensselaer County,2013,Intercensal Population Estimate,160480
36085,Richmond County,2013,Intercensal Population Estimate,478250
36087,Rockland County,2013,Intercensal Population Estimate,323148
36089,St. Lawrence County,2013,Intercensal Population Estimate,112339
36091,Saratoga County,2013,Intercensal Population Estimate,225867
36093,Schenectady County,2013,Intercensal Population Estimate,155819
36095,Schoharie County,2013,Intercensal Population Estimate,31447
36097,Schuyler County,2013,Intercensal Population Estimate,18455
36099,Seneca County,2013,Intercensal Population Estimate,35165
36101,Steuben County,2013,Intercensal Population Estimate,98417
36103,Suffolk County,2013,Intercensal Population Estimate,1513565
36105,Sullivan County,2013,Intercensal Population Estimate,77879
36107,Tioga County,2013,Intercensal Population Estimate,50276
36109,Tompkins County,2013,Intercensal Population Estimate,105097
36111,Ulster County,2013,Intercensal Population Estimate,182025
36113,Warren County,2013,Intercensal Population Estimate,65735
36115,Washington County,2013,Intercensal Population Estimate,62960
36117,Wayne County,2013,Intercensal Population Estimate,92946
36119,Westchester County,2013,Intercensal Population Estimate,976839
36121,Wyoming County,2013,Intercensal Population Estimate,41678
36123,Yates County,2013,Intercensal Population Estimate,25206
36000,New York State,2012,Intercensal Population Estimate,19758616
36001,Albany County,2012,Intercensal Population Estimate,308179
36003,Allegany County,2012,Intercensal Population Estimate,48391
36005,Bronx County,2012,Intercensal Population Estimate,1425939
36007,Broome County,2012,Intercensal Population Estimate,200667
36009,Cattaraugus County,2012,Intercensal Population Estimate,79587
36011,Cayuga County,2012,Intercensal Population Estimate,79535
36013,Chautauqua County,2012,Intercensal Population Estimate,133644
36015,Chemung County,2012,Intercensal Population Estimate,89448
36017,Chenango County,2012,Intercensal Population Estimate,49975
36019,Clinton County,2012,Intercensal Population Estimate,81715
36021,Columbia County,2012,Intercensal Population Estimate,62895
36023,Cortland County,2012,Intercensal Population Estimate,48922
36025,Delaware County,2012,Intercensal Population Estimate,47270
36027,Dutchess County,2012,Intercensal Population Estimate,297539
36029,Erie County,2012,Intercensal Population Estimate,928112
36031,Essex County,2012,Intercensal Population Estimate,38979
36033,Franklin County,2012,Intercensal Population Estimate,51238
36035,Fulton County,2012,Intercensal Population Estimate,54923
36037,Genesee County,2012,Intercensal Population Estimate,59967
36039,Greene County,2012,Intercensal Population Estimate,48750
36041,Hamilton County,2012,Intercensal Population Estimate,4969
36043,Herkimer County,2012,Intercensal Population Estimate,64025
36045,Jefferson County,2012,Intercensal Population Estimate,122150
36047,Kings County,2012,Intercensal Population Estimate,2611093
36049,Lewis County,2012,Intercensal Population Estimate,27268
36051,Livingston County,2012,Intercensal Population Estimate,64617
36053,Madison County,2012,Intercensal Population Estimate,71859
36055,Monroe County,2012,Intercensal Population Estimate,751444
36057,Montgomery County,2012,Intercensal Population Estimate,49905
36059,Nassau County,2012,Intercensal Population Estimate,1359255
36061,New York County,2012,Intercensal Population Estimate,1641641
36063,Niagara County,2012,Intercensal Population Estimate,215596
36065,Oneida County,2012,Intercensal Population Estimate,234772
36067,Onondaga County,2012,Intercensal Population Estimate,470883
36069,Ontario County,2012,Intercensal Population Estimate,109169
36071,Orange County,2012,Intercensal Population Estimate,377386
36073,Orleans County,2012,Intercensal Population Estimate,42450
36075,Oswego County,2012,Intercensal Population Estimate,121689
36077,Otsego County,2012,Intercensal Population Estimate,61681
36079,Putnam County,2012,Intercensal Population Estimate,99395
36081,Queens County,2012,Intercensal Population Estimate,2310213
36083,Rensselaer County,2012,Intercensal Population Estimate,160083
36085,Richmond County,2012,Intercensal Population Estimate,475075
36087,Rockland County,2012,Intercensal Population Estimate,319873
36089,St. Lawrence County,2012,Intercensal Population Estimate,112645
36091,Saratoga County,2012,Intercensal Population Estimate,223715
36093,Schenectady County,2012,Intercensal Population Estimate,155626
36095,Schoharie County,2012,Intercensal Population Estimate,31724
36097,Schuyler County,2012,Intercensal Population Estimate,18549
36099,Seneca County,2012,Intercensal Population Estimate,35299
36101,Steuben County,2012,Intercensal Population Estimate,98620
36103,Suffolk County,2012,Intercensal Population Estimate,1508218
36105,Sullivan County,2012,Intercensal Population Estimate,77579
36107,Tioga County,2012,Intercensal Population Estimate,50399
36109,Tompkins County,2012,Intercensal Population Estimate,103790
36111,Ulster County,2012,Intercensal Population Estimate,182458
36113,Warren County,2012,Intercensal Population Estimate,65870
36115,Washington County,2012,Intercensal Population Estimate,63137
36117,Wayne County,2012,Intercensal Population Estimate,93444
36119,Westchester County,2012,Intercensal Population Estimate,968129
36121,Wyoming County,2012,Intercensal Population Estimate,41916
36123,Yates County,2012,Intercensal Population Estimate,25332
36000,New York State,2011,Intercensal Population Estimate,19602134
36001,Albany County,2011,Intercensal Population Estimate,305961
36003,Allegany County,2011,Intercensal Population Estimate,48902
36005,Bronx County,2011,Intercensal Population Estimate,1405193
36007,Broome County,2011,Intercensal Population Estimate,200464
36009,Cattaraugus County,2011,Intercensal Population Estimate,79948
36011,Cayuga County,2011,Intercensal Population Estimate,79713
36013,Chautauqua County,2011,Intercensal Population Estimate,134400
36015,Chemung County,2011,Intercensal Population Estimate,89074
36017,Chenango County,2011,Intercensal Population Estimate,50239
36019,Clinton County,2011,Intercensal Population Estimate,81726
36021,Columbia County,2011,Intercensal Population Estimate,62779
36023,Cortland County,2011,Intercensal Population Estimate,49322
36025,Delaware County,2011,Intercensal Population Estimate,47614
36027,Dutchess County,2011,Intercensal Population Estimate,298424
36029,Erie County,2011,Intercensal Population Estimate,924403
36031,Essex County,2011,Intercensal Population Estimate,39329
36033,Franklin County,2011,Intercensal Population Estimate,51237
36035,Fulton County,2011,Intercensal Population Estimate,55156
36037,Genesee County,2011,Intercensal Population Estimate,60051
36039,Greene County,2011,Intercensal Population Estimate,48948
36041,Hamilton County,2011,Intercensal Population Estimate,4919
36043,Herkimer County,2011,Intercensal Population Estimate,64273
36045,Jefferson County,2011,Intercensal Population Estimate,118816
36047,Kings County,2011,Intercensal Population Estimate,2564525
36049,Lewis County,2011,Intercensal Population Estimate,27065
36051,Livingston County,2011,Intercensal Population Estimate,64743
36053,Madison County,2011,Intercensal Population Estimate,72577
36055,Monroe County,2011,Intercensal Population Estimate,749027
36057,Montgomery County,2011,Intercensal Population Estimate,49957
36059,Nassau County,2011,Intercensal Population Estimate,1351478
36061,New York County,2011,Intercensal Population Estimate,1618186
36063,Niagara County,2011,Intercensal Population Estimate,216209
36065,Oneida County,2011,Intercensal Population Estimate,234778
36067,Onondaga County,2011,Intercensal Population Estimate,469756
36069,Ontario County,2011,Intercensal Population Estimate,108909
36071,Orange County,2011,Intercensal Population Estimate,376163
36073,Orleans County,2011,Intercensal Population Estimate,42683
36075,Oswego County,2011,Intercensal Population Estimate,122109
36077,Otsego County,2011,Intercensal Population Estimate,61933
36079,Putnam County,2011,Intercensal Population Estimate,99692
36081,Queens County,2011,Intercensal Population Estimate,2276504
36083,Rensselaer County,2011,Intercensal Population Estimate,159948
36085,Richmond County,2011,Intercensal Population Estimate,473499
36087,Rockland County,2011,Intercensal Population Estimate,316930
36089,St. Lawrence County,2011,Intercensal Population Estimate,112432
36091,Saratoga County,2011,Intercensal Population Estimate,221795
36093,Schenectady County,2011,Intercensal Population Estimate,155205
36095,Schoharie County,2011,Intercensal Population Estimate,32444
36097,Schuyler County,2011,Intercensal Population Estimate,18446
36099,Seneca County,2011,Intercensal Population Estimate,35294
36101,Steuben County,2011,Intercensal Population Estimate,98960
36103,Suffolk County,2011,Intercensal Population Estimate,1505124
36105,Sullivan County,2011,Intercensal Population Estimate,77416
36107,Tioga County,2011,Intercensal Population Estimate,50946
36109,Tompkins County,2011,Intercensal Population Estimate,102410
36111,Ulster County,2011,Intercensal Population Estimate,182959
36113,Warren County,2011,Intercensal Population Estimate,65989
36115,Washington County,2011,Intercensal Population Estimate,63167
36117,Wayne County,2011,Intercensal Population Estimate,93484
36119,Westchester County,2011,Intercensal Population Estimate,961082
36121,Wyoming County,2011,Intercensal Population Estimate,41971
36123,Yates County,2011,Intercensal Population Estimate,25448
36000,New York State,2010,Intercensal Population Estimate,19420354
36001,Albany County,2010,Intercensal Population Estimate,304351
36003,Allegany County,2010,Intercensal Population Estimate,48992
36005,Bronx County,2010,Intercensal Population Estimate,1388573
36007,Broome County,2010,Intercensal Population Estimate,200693
36009,Cattaraugus County,2010,Intercensal Population Estimate,80245
36011,Cayuga County,2010,Intercensal Population Estimate,79906
36013,Chautauqua County,2010,Intercensal Population Estimate,134760
36015,Chemung County,2010,Intercensal Population Estimate,88927
36017,Chenango County,2010,Intercensal Population Estimate,50412
36019,Clinton County,2010,Intercensal Population Estimate,82098
36021,Columbia County,2010,Intercensal Population Estimate,63084
36023,Cortland County,2010,Intercensal Population Estimate,49265
36025,Delaware County,2010,Intercensal Population Estimate,47894
36027,Dutchess County,2010,Intercensal Population Estimate,297778
36029,Erie County,2010,Intercensal Population Estimate,920059
36031,Essex County,2010,Intercensal Population Estimate,39370
36033,Franklin County,2010,Intercensal Population Estimate,51581
36035,Fulton County,2010,Intercensal Population Estimate,55461
36037,Genesee County,2010,Intercensal Population Estimate,59963
36039,Greene County,2010,Intercensal Population Estimate,49155
36041,Hamilton County,2010,Intercensal Population Estimate,4870
36043,Herkimer County,2010,Intercensal Population Estimate,64447
36045,Jefferson County,2010,Intercensal Population Estimate,116810
36047,Kings County,2010,Intercensal Population Estimate,2514665
36049,Lewis County,2010,Intercensal Population Estimate,27081
36051,Livingston County,2010,Intercensal Population Estimate,65208
36053,Madison County,2010,Intercensal Population Estimate,73378
36055,Monroe County,2010,Intercensal Population Estimate,745029
36057,Montgomery County,2010,Intercensal Population Estimate,50320
36059,Nassau County,2010,Intercensal Population Estimate,1342694
36061,New York County,2010,Intercensal Population Estimate,1590931
36063,Niagara County,2010,Intercensal Population Estimate,216570
36065,Oneida County,2010,Intercensal Population Estimate,234862
36067,Onondaga County,2010,Intercensal Population Estimate,467963
36069,Ontario County,2010,Intercensal Population Estimate,108242
36071,Orange County,2010,Intercensal Population Estimate,373849
36073,Orleans County,2010,Intercensal Population Estimate,42856
36075,Oswego County,2010,Intercensal Population Estimate,122165
36077,Otsego County,2010,Intercensal Population Estimate,62251
36079,Putnam County,2010,Intercensal Population Estimate,99622
36081,Queens County,2010,Intercensal Population Estimate,2238813
36083,Rensselaer County,2010,Intercensal Population Estimate,159411
36085,Richmond County,2010,Intercensal Population Estimate,470102
36087,Rockland County,2010,Intercensal Population Estimate,312793
36089,St. Lawrence County,2010,Intercensal Population Estimate,111850
36091,Saratoga County,2010,Intercensal Population Estimate,220255
36093,Schenectady County,2010,Intercensal Population Estimate,154931
36095,Schoharie County,2010,Intercensal Population Estimate,32649
36097,Schuyler County,2010,Intercensal Population Estimate,18346
36099,Seneca County,2010,Intercensal Population Estimate,35265
36101,Steuben County,2010,Intercensal Population Estimate,98938
36103,Suffolk County,2010,Intercensal Population Estimate,1495577
36105,Sullivan County,2010,Intercensal Population Estimate,77551
36107,Tioga County,2010,Intercensal Population Estimate,51023
36109,Tompkins County,2010,Intercensal Population Estimate,101852
36111,Ulster County,2010,Intercensal Population Estimate,182522
36113,Warren County,2010,Intercensal Population Estimate,65715
36115,Washington County,2010,Intercensal Population Estimate,63372
36117,Wayne County,2010,Intercensal Population Estimate,93796
36119,Westchester County,2010,Intercensal Population Estimate,951690
36121,Wyoming County,2010,Intercensal Population Estimate,42148
36123,Yates County,2010,Intercensal Population Estimate,25375
36000,New York State,2010,Census Base Population,19378117
36001,Albany County,2010,Census Base Population,304199
36003,Allegany County,2010,Census Base Population,48923
36005,Bronx County,2010,Census Base Population,1384224
36007,Broome County,2010,Census Base Population,200670
36009,Cattaraugus County,2010,Census Base Population,80337
36011,Cayuga County,2010,Census Base Population,80022
36013,Chautauqua County,2010,Census Base Population,134907
36015,Chemung County,2010,Census Base Population,88846
36017,Chenango County,2010,Census Base Population,50516
36019,Clinton County,2010,Census Base Population,82131
36021,Columbia County,2010,Census Base Population,63063
36023,Cortland County,2010,Census Base Population,49287
36025,Delaware County,2010,Census Base Population,47962
36027,Dutchess County,2010,Census Base Population,297444
36029,Erie County,2010,Census Base Population,919129
36031,Essex County,2010,Census Base Population,39371
36033,Franklin County,2010,Census Base Population,51597
36035,Fulton County,2010,Census Base Population,55509
36037,Genesee County,2010,Census Base Population,59937
36039,Greene County,2010,Census Base Population,49212
36041,Hamilton County,2010,Census Base Population,4842
36043,Herkimer County,2010,Census Base Population,64469
36045,Jefferson County,2010,Census Base Population,116234
36047,Kings County,2010,Census Base Population,2504856
36049,Lewis County,2010,Census Base Population,27087
36051,Livingston County,2010,Census Base Population,65194
36053,Madison County,2010,Census Base Population,73457
36055,Monroe County,2010,Census Base Population,744396
36057,Montgomery County,2010,Census Base Population,50268
36059,Nassau County,2010,Census Base Population,1339854
36061,New York County,2010,Census Base Population,1586609
36063,Niagara County,2010,Census Base Population,216479
36065,Oneida County,2010,Census Base Population,234851
36067,Onondaga County,2010,Census Base Population,467068
36069,Ontario County,2010,Census Base Population,108106
36071,Orange County,2010,Census Base Population,372823
36073,Orleans County,2010,Census Base Population,42891
36075,Oswego County,2010,Census Base Population,122109
36077,Otsego County,2010,Census Base Population,62278
36079,Putnam County,2010,Census Base Population,99633
36081,Queens County,2010,Census Base Population,2230511
36083,Rensselaer County,2010,Census Base Population,159435
36085,Richmond County,2010,Census Base Population,468730
36087,Rockland County,2010,Census Base Population,311691
36089,St. Lawrence County,2010,Census Base Population,111941
36091,Saratoga County,2010,Census Base Population,219598
36093,Schenectady County,2010,Census Base Population,154758
36095,Schoharie County,2010,Census Base Population,32723
36097,Schuyler County,2010,Census Base Population,18369
36099,Seneca County,2010,Census Base Population,35253
36101,Steuben County,2010,Census Base Population,98946
36103,Suffolk County,2010,Census Base Population,1493116
36105,Sullivan County,2010,Census Base Population,77504
36107,Tioga County,2010,Census Base Population,51052
36109,Tompkins County,2010,Census Base Population,101581
36111,Ulster County,2010,Census Base Population,182522
36113,Warren County,2010,Census Base Population,65698
36115,Washington County,2010,Census Base Population,63254
36117,Wayne County,2010,Census Base Population,93751
36119,Westchester County,2010,Census Base Population,949376
36121,Wyoming County,2010,Census Base Population,42154
36123,Yates County,2010,Census Base Population,25364
36000,New York State,2009,Intercensal Population Estimate,19307066
36001,Albany County,2009,Intercensal Population Estimate,304733
36003,Allegany County,2009,Intercensal Population Estimate,48969
36005,Bronx County,2009,Intercensal Population Estimate,1376261
36007,Broome County,2009,Intercensal Population Estimate,200935
36009,Cattaraugus County,2009,Intercensal Population Estimate,80491
36011,Cayuga County,2009,Intercensal Population Estimate,80172
36013,Chautauqua County,2009,Intercensal Population Estimate,135197
36015,Chemung County,2009,Intercensal Population Estimate,88849
36017,Chenango County,2009,Intercensal Population Estimate,50639
36019,Clinton County,2009,Intercensal Population Estimate,82280
36021,Columbia County,2009,Intercensal Population Estimate,63023
36023,Cortland County,2009,Intercensal Population Estimate,49358
36025,Delaware County,2009,Intercensal Population Estimate,48182
36027,Dutchess County,2009,Intercensal Population Estimate,296887
36029,Erie County,2009,Intercensal Population Estimate,919334
36031,Essex County,2009,Intercensal Population Estimate,39478
36033,Franklin County,2009,Intercensal Population Estimate,51706
36035,Fulton County,2009,Intercensal Population Estimate,55558
36037,Genesee County,2009,Intercensal Population Estimate,59932
36039,Greene County,2009,Intercensal Population Estimate,49372
36041,Hamilton County,2009,Intercensal Population Estimate,4858
36043,Herkimer County,2009,Intercensal Population Estimate,64381
36045,Jefferson County,2009,Intercensal Population Estimate,115023
36047,Kings County,2009,Intercensal Population Estimate,2487751
36049,Lewis County,2009,Intercensal Population Estimate,27047
36051,Livingston County,2009,Intercensal Population Estimate,65420
36053,Madison County,2009,Intercensal Population Estimate,73169
36055,Monroe County,2009,Intercensal Population Estimate,743386
36057,Montgomery County,2009,Intercensal Population Estimate,50001
36059,Nassau County,2009,Intercensal Population Estimate,1332088
36061,New York County,2009,Intercensal Population Estimate,1583431
36063,Niagara County,2009,Intercensal Population Estimate,216043
36065,Oneida County,2009,Intercensal Population Estimate,234619
36067,Onondaga County,2009,Intercensal Population Estimate,465633
36069,Ontario County,2009,Intercensal Population Estimate,107214
36071,Orange County,2009,Intercensal Population Estimate,372079
36073,Orleans County,2009,Intercensal Population Estimate,42975
36075,Oswego County,2009,Intercensal Population Estimate,122055
36077,Otsego County,2009,Intercensal Population Estimate,62280
36079,Putnam County,2009,Intercensal Population Estimate,99666
36081,Queens County,2009,Intercensal Population Estimate,2217166
36083,Rensselaer County,2009,Intercensal Population Estimate,159150
36085,Richmond County,2009,Intercensal Population Estimate,466965
36087,Rockland County,2009,Intercensal Population Estimate,308652
36089,St. Lawrence County,2009,Intercensal Population Estimate,112169
36091,Saratoga County,2009,Intercensal Population Estimate,218652
36093,Schenectady County,2009,Intercensal Population Estimate,154050
36095,Schoharie County,2009,Intercensal Population Estimate,32776
36097,Schuyler County,2009,Intercensal Population Estimate,18398
36099,Seneca County,2009,Intercensal Population Estimate,35286
36101,Steuben County,2009,Intercensal Population Estimate,98949
36103,Suffolk County,2009,Intercensal Population Estimate,1487206
36105,Sullivan County,2009,Intercensal Population Estimate,77647
36107,Tioga County,2009,Intercensal Population Estimate,51236
36109,Tompkins County,2009,Intercensal Population Estimate,101497
36111,Ulster County,2009,Intercensal Population Estimate,182638
36113,Warren County,2009,Intercensal Population Estimate,65694
36115,Washington County,2009,Intercensal Population Estimate,63077
36117,Wayne County,2009,Intercensal Population Estimate,93643
36119,Westchester County,2009,Intercensal Population Estimate,944201
36121,Wyoming County,2009,Intercensal Population Estimate,42236
36123,Yates County,2009,Intercensal Population Estimate,25303
36000,New York State,2008,Intercensal Population Estimate,19212436
36001,Albany County,2008,Intercensal Population Estimate,303739
36003,Allegany County,2008,Intercensal Population Estimate,49177
36005,Bronx County,2008,Intercensal Population Estimate,1363488
36007,Broome County,2008,Intercensal Population Estimate,201029
36009,Cattaraugus County,2008,Intercensal Population Estimate,80761
36011,Cayuga County,2008,Intercensal Population Estimate,80482
36013,Chautauqua County,2008,Intercensal Population Estimate,135229
36015,Chemung County,2008,Intercensal Population Estimate,88503
36017,Chenango County,2008,Intercensal Population Estimate,51326
36019,Clinton County,2008,Intercensal Population Estimate,82401
36021,Columbia County,2008,Intercensal Population Estimate,63253
36023,Cortland County,2008,Intercensal Population Estimate,49537
36025,Delaware County,2008,Intercensal Population Estimate,48363
36027,Dutchess County,2008,Intercensal Population Estimate,296267
36029,Erie County,2008,Intercensal Population Estimate,920571
36031,Essex County,2008,Intercensal Population Estimate,39435
36033,Franklin County,2008,Intercensal Population Estimate,51907
36035,Fulton County,2008,Intercensal Population Estimate,55584
36037,Genesee County,2008,Intercensal Population Estimate,59895
36039,Greene County,2008,Intercensal Population Estimate,49467
36041,Hamilton County,2008,Intercensal Population Estimate,4893
36043,Herkimer County,2008,Intercensal Population Estimate,64404
36045,Jefferson County,2008,Intercensal Population Estimate,115033
36047,Kings County,2008,Intercensal Population Estimate,2460361
36049,Lewis County,2008,Intercensal Population Estimate,26878
36051,Livingston County,2008,Intercensal Population Estimate,65637
36053,Madison County,2008,Intercensal Population Estimate,73075
36055,Monroe County,2008,Intercensal Population Estimate,741018
36057,Montgomery County,2008,Intercensal Population Estimate,49951
36059,Nassau County,2008,Intercensal Population Estimate,1325129
36061,New York County,2008,Intercensal Population Estimate,1587022
36063,Niagara County,2008,Intercensal Population Estimate,215793
36065,Oneida County,2008,Intercensal Population Estimate,234482
36067,Onondaga County,2008,Intercensal Population Estimate,463472
36069,Ontario County,2008,Intercensal Population Estimate,106302
36071,Orange County,2008,Intercensal Population Estimate,370201
36073,Orleans County,2008,Intercensal Population Estimate,43254
36075,Oswego County,2008,Intercensal Population Estimate,122366
36077,Otsego County,2008,Intercensal Population Estimate,62561
36079,Putnam County,2008,Intercensal Population Estimate,99537
36081,Queens County,2008,Intercensal Population Estimate,2193623
36083,Rensselaer County,2008,Intercensal Population Estimate,159011
36085,Richmond County,2008,Intercensal Population Estimate,463701
36087,Rockland County,2008,Intercensal Population Estimate,305413
36089,St. Lawrence County,2008,Intercensal Population Estimate,111684
36091,Saratoga County,2008,Intercensal Population Estimate,217282
36093,Schenectady County,2008,Intercensal Population Estimate,153360
36095,Schoharie County,2008,Intercensal Population Estimate,32890
36097,Schuyler County,2008,Intercensal Population Estimate,18644
36099,Seneca County,2008,Intercensal Population Estimate,35370
36101,Steuben County,2008,Intercensal Population Estimate,98726
36103,Suffolk County,2008,Intercensal Population Estimate,1480218
36105,Sullivan County,2008,Intercensal Population Estimate,77755
36107,Tioga County,2008,Intercensal Population Estimate,51498
36109,Tompkins County,2008,Intercensal Population Estimate,100383
36111,Ulster County,2008,Intercensal Population Estimate,183174
36113,Warren County,2008,Intercensal Population Estimate,65848
36115,Washington County,2008,Intercensal Population Estimate,63252
36117,Wayne County,2008,Intercensal Population Estimate,93739
36119,Westchester County,2008,Intercensal Population Estimate,937449
36121,Wyoming County,2008,Intercensal Population Estimate,42281
36123,Yates County,2008,Intercensal Population Estimate,25352
36000,New York State,2007,Intercensal Population Estimate,19132335
36001,Albany County,2007,Intercensal Population Estimate,303858
36003,Allegany County,2007,Intercensal Population Estimate,49079
36005,Bronx County,2007,Intercensal Population Estimate,1354056
36007,Broome County,2007,Intercensal Population Estimate,200877
36009,Cattaraugus County,2007,Intercensal Population Estimate,81056
36011,Cayuga County,2007,Intercensal Population Estimate,80629
36013,Chautauqua County,2007,Intercensal Population Estimate,135481
36015,Chemung County,2007,Intercensal Population Estimate,88634
36017,Chenango County,2007,Intercensal Population Estimate,51463
36019,Clinton County,2007,Intercensal Population Estimate,82556
36021,Columbia County,2007,Intercensal Population Estimate,63430
36023,Cortland County,2007,Intercensal Population Estimate,49624
36025,Delaware County,2007,Intercensal Population Estimate,48450
36027,Dutchess County,2007,Intercensal Population Estimate,295319
36029,Erie County,2007,Intercensal Population Estimate,921887
36031,Essex County,2007,Intercensal Population Estimate,39373
36033,Franklin County,2007,Intercensal Population Estimate,51782
36035,Fulton County,2007,Intercensal Population Estimate,55489
36037,Genesee County,2007,Intercensal Population Estimate,59930
36039,Greene County,2007,Intercensal Population Estimate,49537
36041,Hamilton County,2007,Intercensal Population Estimate,4969
36043,Herkimer County,2007,Intercensal Population Estimate,64343
36045,Jefferson County,2007,Intercensal Population Estimate,115059
36047,Kings County,2007,Intercensal Population Estimate,2441324
36049,Lewis County,2007,Intercensal Population Estimate,27086
36051,Livingston County,2007,Intercensal Population Estimate,65460
36053,Madison County,2007,Intercensal Population Estimate,72709
36055,Monroe County,2007,Intercensal Population Estimate,739249
36057,Montgomery County,2007,Intercensal Population Estimate,49798
36059,Nassau County,2007,Intercensal Population Estimate,1322048
36061,New York County,2007,Intercensal Population Estimate,1581402
36063,Niagara County,2007,Intercensal Population Estimate,215791
36065,Oneida County,2007,Intercensal Population Estimate,234488
36067,Onondaga County,2007,Intercensal Population Estimate,461287
36069,Ontario County,2007,Intercensal Population Estimate,105216
36071,Orange County,2007,Intercensal Population Estimate,368464
36073,Orleans County,2007,Intercensal Population Estimate,43342
36075,Oswego County,2007,Intercensal Population Estimate,122213
36077,Otsego County,2007,Intercensal Population Estimate,62914
36079,Putnam County,2007,Intercensal Population Estimate,99454
36081,Queens County,2007,Intercensal Population Estimate,2177351
36083,Rensselaer County,2007,Intercensal Population Estimate,158243
36085,Richmond County,2007,Intercensal Population Estimate,459642
36087,Rockland County,2007,Intercensal Population Estimate,301668
36089,St. Lawrence County,2007,Intercensal Population Estimate,111586
36091,Saratoga County,2007,Intercensal Population Estimate,215798
36093,Schenectady County,2007,Intercensal Population Estimate,152275
36095,Schoharie County,2007,Intercensal Population Estimate,32894
36097,Schuyler County,2007,Intercensal Population Estimate,18707
36099,Seneca County,2007,Intercensal Population Estimate,35469
36101,Steuben County,2007,Intercensal Population Estimate,98541
36103,Suffolk County,2007,Intercensal Population Estimate,1475255
36105,Sullivan County,2007,Intercensal Population Estimate,77991
36107,Tioga County,2007,Intercensal Population Estimate,51565
36109,Tompkins County,2007,Intercensal Population Estimate,99910
36111,Ulster County,2007,Intercensal Population Estimate,182818
36113,Warren County,2007,Intercensal Population Estimate,65740
36115,Washington County,2007,Intercensal Population Estimate,63054
36117,Wayne County,2007,Intercensal Population Estimate,93539
36119,Westchester County,2007,Intercensal Population Estimate,933414
36121,Wyoming County,2007,Intercensal Population Estimate,42515
36123,Yates County,2007,Intercensal Population Estimate,25234
36000,New York State,2006,Intercensal Population Estimate,19104631
36001,Albany County,2006,Intercensal Population Estimate,303997
36003,Allegany County,2006,Intercensal Population Estimate,49359
36005,Bronx County,2006,Intercensal Population Estimate,1348164
36007,Broome County,2006,Intercensal Population Estimate,200905
36009,Cattaraugus County,2006,Intercensal Population Estimate,81342
36011,Cayuga County,2006,Intercensal Population Estimate,80892
36013,Chautauqua County,2006,Intercensal Population Estimate,135640
36015,Chemung County,2006,Intercensal Population Estimate,88732
36017,Chenango County,2006,Intercensal Population Estimate,51391
36019,Clinton County,2006,Intercensal Population Estimate,82547
36021,Columbia County,2006,Intercensal Population Estimate,63427
36023,Cortland County,2006,Intercensal Population Estimate,49449
36025,Delaware County,2006,Intercensal Population Estimate,48271
36027,Dutchess County,2006,Intercensal Population Estimate,294712
36029,Erie County,2006,Intercensal Population Estimate,925564
36031,Essex County,2006,Intercensal Population Estimate,39490
36033,Franklin County,2006,Intercensal Population Estimate,51511
36035,Fulton County,2006,Intercensal Population Estimate,55328
36037,Genesee County,2006,Intercensal Population Estimate,59919
36039,Greene County,2006,Intercensal Population Estimate,49513
